component,group_partial_f_statistic,group_partial_p_value,batch_partial_f_statistic,batch_partial_p_value,unique_group_r_squared,unique_batch_r_squared,batch_partial_p_value_holm
PC1,0.13903185732581644,0.7138536704950877,7.263053381064382,0.015334054267707042,0.00569754002445196,0.297640685626239,0.030668108535414084
PC2,0.2678710767245415,0.6114327871377171,1.7635655322883383,0.20173604985507188,0.0140751894997608,0.09266591737237277,0.20173604985507188
