analysis_type,analysis_label,direction,pathway_library,pathway,enrichment_p_value,enrichment_adjusted_p_value,overlap_count,overlap_size,overlap,input_candidate_count,gene_ratio,candidate_genes,Level1_count,Level2_count,Level3_count,Level4_count,Level5_count,strongest_candidate_origin,pathway_priority
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Insulin Receptor Signaling Pathway (GO:0008286),0.20260390111696,0.3187583932986758,1,47,1/47,96,0.010416666666666666,APPL1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Protein Monoubiquitination (GO:0006513),0.20260390111696,0.3187583932986758,1,47,1/47,96,0.010416666666666666,RBX1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Positive Regulation Of Metabolic Process (GO:0009893),0.1730120405876792,0.31898076786316,2,108,2/108,139,0.014388489208633094,HADHA;ACSL1,0,0,0,1,1,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,E3 Ubiquitin Ligases Ubiquitinate Target Proteins R-HSA-8866654,0.0578868282662579,0.3218762099200719,2,56,2/56,139,0.014388489208633094,PCNA;HLA-A,0,0,0,2,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Oligosaccharide Metabolic Process (GO:0009311),0.2064404126728171,0.3229731316021456,1,48,1/48,96,0.010416666666666666,NAGA,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379),0.2064404126728171,0.3229731316021456,1,48,1/48,96,0.010416666666666666,THBS1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Post-Translational Protein Modification (GO:0043687),0.2064404126728171,0.3229731316021456,1,48,1/48,96,0.010416666666666666,RBX1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Regulation Of Lipid Biosynthetic Process (GO:0046890),0.1775036935478096,0.3236054301365095,1,28,1/28,139,0.007194244604316547,EIF6,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,"Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:0000184)",0.1775036935478096,0.3236054301365095,1,28,1/28,139,0.007194244604316547,EIF3E,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Determination Of Bilateral Symmetry (GO:0009855),0.1775036935478096,0.3236054301365095,1,28,1/28,139,0.007194244604316547,DNAH5,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Protein Localization To Golgi Apparatus (GO:0034067),0.1775036935478096,0.3236054301365095,1,28,1/28,139,0.007194244604316547,VPS13C,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Negative Regulation Of Cation Channel Activity (GO:2001258),0.1775036935478096,0.3236054301365095,1,28,1/28,139,0.007194244604316547,CLIC2,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168,0.1832058658843542,0.3249723097234377,3,307,3/307,96,0.03125,PSMC6;UBAC1;RBX1,0,0,0,2,1,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,S Phase R-HSA-69242,0.1809305800028918,0.3249723097234377,2,161,2/161,96,0.020833333333333332,PSMC6;RBX1,0,0,0,1,1,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,MTOR Signaling R-HSA-165159,0.1791963488077396,0.3249723097234377,1,41,1/41,96,0.010416666666666666,PPM1A,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,"Gamma Carboxylation, Hypusine Formation And Arylsulfatase Activation R-HSA-163841",0.1831442939256588,0.3249723097234377,1,42,1/42,96,0.010416666666666666,SUMF2,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Kinesins R-HSA-983189,0.1831442939256588,0.3249723097234377,1,42,1/42,96,0.010416666666666666,CENPE,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Regulation Of Spindle Assembly (GO:0090169),0.1832280487267172,0.327336240334774,1,29,1/29,139,0.007194244604316547,CHMP5,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Positive Regulation Of Dephosphorylation (GO:0035306),0.1832280487267172,0.327336240334774,1,29,1/29,139,0.007194244604316547,PIN1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Establishment Of Mitotic Spindle Orientation (GO:0000132),0.1832280487267172,0.327336240334774,1,29,1/29,139,0.007194244604316547,ITGB1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Heterotypic Cell-Cell Adhesion (GO:0034113),0.1832280487267172,0.327336240334774,1,29,1/29,139,0.007194244604316547,ITGB1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Maintenance Of Blood-Brain Barrier (GO:0035633),0.1832280487267172,0.327336240334774,1,29,1/29,139,0.007194244604316547,ITGB1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,KEGG_2021_Human,Cellular senescence,0.095066230166416,0.3274503483509884,3,156,3/156,139,0.02158273381294964,CAPN1;HLA-A;SLC25A4,0,0,0,2,1,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Cytokine Production (GO:0001818),0.2105043190444031,0.3274946376211252,2,178,2/178,96,0.020833333333333332,THBS1;RBX1,0,0,0,2,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0030071),0.2102586569950898,0.3274946376211252,1,49,1/49,96,0.010416666666666666,CENPE,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043154),0.2102586569950898,0.3274946376211252,1,49,1/49,96,0.010416666666666666,THBS1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,CHL1 Interactions R-HSA-447041,0.06085059226741,0.327557443482016,1,9,1/9,139,0.007194244604316547,ITGB1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,NR1H2 And NR1H3 Regulate Gene Expression Linked To Lipogenesis R-HSA-9029558,0.06085059226741,0.327557443482016,1,9,1/9,139,0.007194244604316547,FASN,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Proteolysis (GO:0006508),0.2113424667858695,0.3281449610700286,3,330,3/330,96,0.03125,PLG;AEBP1;KLKB1,0,0,0,3,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",0.2140183508179826,0.3281449610700286,2,180,2/180,96,0.020833333333333332,SRRM2;U2AF2,0,0,0,2,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Regulation Of Interleukin-12 Production (GO:0032655),0.2140587201245348,0.3281449610700286,1,50,1/50,96,0.010416666666666666,THBS1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cell Death (GO:0010942),0.2140587201245348,0.3281449610700286,1,50,1/50,96,0.010416666666666666,HP,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Mitotic Metaphase Plate Congression (GO:0007080),0.2140587201245348,0.3281449610700286,1,50,1/50,96,0.010416666666666666,CENPE,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Pyruvate Metabolic Process (GO:0006090),0.2140587201245348,0.3281449610700286,1,50,1/50,96,0.010416666666666666,HK1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Smooth Muscle Contraction R-HSA-445355,0.1870734468887621,0.3305210701947695,1,43,1/43,96,0.010416666666666666,LMOD1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Metaphase Plate Congression (GO:0051310),0.2178406877428757,0.3315139193468854,1,51,1/51,96,0.010416666666666666,CENPE,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Regulated Exocytosis (GO:0045055),0.2178406877428757,0.3315139193468854,1,51,1/51,96,0.010416666666666666,TMED10,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,RNA Processing (GO:0006396),0.2193000418525529,0.3331291016889052,2,183,2/183,96,0.020833333333333332,CPSF6;U2AF2,0,0,0,2,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of B Cell Activation (GO:0050871),0.2216046451049667,0.3342037620772201,1,52,1/52,96,0.010416666666666666,BST1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Sprouting Angiogenesis (GO:0002040),0.2216046451049667,0.3342037620772201,1,52,1/52,96,0.010416666666666666,THBS1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Positive Regulation Of Protein Targeting To Mitochondrion (GO:1903955),0.1889128485992056,0.3344406487859355,1,30,1/30,139,0.007194244604316547,PIN1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Lamellipodium Organization (GO:0097581),0.1889128485992056,0.3344406487859355,1,30,1/30,139,0.007194244604316547,ITGB1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Regulation Of Calcium-Mediated Signaling (GO:0050848),0.1889128485992056,0.3344406487859355,1,30,1/30,139,0.007194244604316547,GBP1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,TBC/RABGAPs R-HSA-8854214,0.1948757299505316,0.336329927752462,1,45,1/45,96,0.010416666666666666,RAB8B,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Glycosphingolipid Metabolism R-HSA-1660662,0.1948757299505316,0.336329927752462,1,45,1/45,96,0.010416666666666666,SUMF2,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Heme Signaling R-HSA-9707616,0.1948757299505316,0.336329927752462,1,45,1/45,96,0.010416666666666666,HMOX1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Infectious Disease R-HSA-5663205,0.0716159197003276,0.3367203886265517,11,961,11/961,139,0.07913669064748201,ITGB1;YWHAE;SEC13;HLA-A;RPS2;GNG12;RANGAP1;VPS25;SLC25A4;CHMP5;RAB7A,0,0,0,8,3,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Late Phase Of HIV Life Cycle R-HSA-162599,0.069234586791419,0.3367203886265517,3,136,3/136,139,0.02158273381294964,SEC13;RANGAP1;CHMP5,0,0,0,2,1,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Iron Uptake And Transport R-HSA-917937,0.0634638952541693,0.3367203886265517,2,59,2/59,139,0.014388489208633094,FTH1;CYBRD1,0,0,0,2,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,RHO GTPases Activate PKNs R-HSA-5625740,0.0692143477096477,0.3367203886265517,2,62,2/62,139,0.014388489208633094,YWHAE;PPP1R14A,0,0,0,1,1,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Signaling By BRAF And RAF1 Fusions R-HSA-6802952,0.0692143477096477,0.3367203886265517,2,62,2/62,139,0.014388489208633094,RAP1B;QKI,0,0,0,1,1,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Signaling By MET R-HSA-6806834,0.0711680522757657,0.3367203886265517,2,63,2/63,139,0.014388489208633094,ITGB1;RAP1B,0,0,0,1,1,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Ketone Body Metabolism R-HSA-74182,0.0673806054536277,0.3367203886265517,1,10,1/10,139,0.007194244604316547,OXCT1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Nef Mediated Downregulation Of MHC Class I Complex Cell Surface Expression R-HSA-164940,0.0673806054536277,0.3367203886265517,1,10,1/10,139,0.007194244604316547,HLA-A,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,CASP8 Activity Is Inhibited R-HSA-5218900,0.0738655397975242,0.3367203886265517,1,11,1/11,139,0.007194244604316547,FASN,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Dimerization Of Procaspase-8 R-HSA-69416,0.0738655397975242,0.3367203886265517,1,11,1/11,139,0.007194244604316547,FASN,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Endosomal/Vacuolar Pathway R-HSA-1236977,0.0738655397975242,0.3367203886265517,1,11,1/11,139,0.007194244604316547,HLA-A,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Free Fatty Acids Regulate Insulin Secretion R-HSA-400451,0.0738655397975242,0.3367203886265517,1,11,1/11,139,0.007194244604316547,ACSL3,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Viral Genome Replication (GO:0045071),0.2253506770761879,0.336818779844231,1,53,1/53,96,0.010416666666666666,BST2,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,mRNA Stabilization (GO:0048255),0.2253506770761879,0.336818779844231,1,53,1/53,96,0.010416666666666666,YBX3,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Mitochondrial Transport (GO:0006839),0.2253506770761879,0.336818779844231,1,53,1/53,96,0.010416666666666666,AIP,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117),0.2253506770761879,0.336818779844231,1,53,1/53,96,0.010416666666666666,THBS1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,ERBB Signaling Pathway (GO:0038127),0.2290788681344703,0.3369754176248711,1,54,1/54,96,0.010416666666666666,EFEMP1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Regulation Of Exocytosis (GO:0017157),0.2290788681344703,0.3369754176248711,1,54,1/54,96,0.010416666666666666,RAB8B,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903321),0.2290788681344703,0.3369754176248711,1,54,1/54,96,0.010416666666666666,U2AF2,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Protein Ubiquitination (GO:0031397),0.2290788681344703,0.3369754176248711,1,54,1/54,96,0.010416666666666666,U2AF2,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peptidyl-Tyrosine Modification (GO:0018212),0.2290788681344703,0.3369754176248711,1,54,1/54,96,0.010416666666666666,EFEMP1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Leukocyte Chemotaxis (GO:0002690),0.2290788681344703,0.3369754176248711,1,54,1/54,96,0.010416666666666666,THBS1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535),0.2290788681344703,0.3369754176248711,1,54,1/54,96,0.010416666666666666,THBS1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Regulation Of Centrosome Duplication (GO:0010824),0.1945583644683707,0.3375057574618079,1,31,1/31,139,0.007194244604316547,CHMP5,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,acyl-CoA Metabolic Process (GO:0006637),0.1945583644683707,0.3375057574618079,1,31,1/31,139,0.007194244604316547,ACSF2,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478),0.1945583644683707,0.3375057574618079,1,31,1/31,139,0.007194244604316547,HLA-A,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Positive Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:1900087),0.1945583644683707,0.3375057574618079,1,31,1/31,139,0.007194244604316547,RDX,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Glutamine Family Amino Acid Metabolic Process (GO:0009064),0.1945583644683707,0.3375057574618079,1,31,1/31,139,0.007194244604316547,ALDH5A1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Leukocyte Cell-Cell Adhesion (GO:0007159),0.1945583644683707,0.3375057574618079,1,31,1/31,139,0.007194244604316547,ITGB1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,KEGG_2021_Human,Arrhythmogenic right ventricular cardiomyopathy,0.1002472630968291,0.3377896908697504,2,77,2/77,139,0.014388489208633094,ITGB1;DES,0,0,0,2,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Separation Of Sister Chromatids R-HSA-2467813,0.1965144742428108,0.3378537307174478,2,170,2/170,96,0.020833333333333332,CENPE;PSMC6,0,0,0,1,1,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Proteolysis (GO:0006508),0.1976136005741563,0.3408024411992233,4,330,4/330,139,0.02877697841726619,DPP4;CPM;CLPP;CAPN1,0,0,0,1,3,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,'De Novo' Post-Translational Protein Folding (GO:0051084),0.2001648658728839,0.3408024411992233,1,32,1/32,139,0.007194244604316547,HSPE1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Transition Metal Ion Transport (GO:0000041),0.2001648658728839,0.3408024411992233,1,32,1/32,139,0.007194244604316547,FTH1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Very Long-Chain Fatty Acid Metabolic Process (GO:0000038),0.2001648658728839,0.3408024411992233,1,32,1/32,139,0.007194244604316547,ACSL1,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Left/Right Pattern Formation (GO:0060972),0.2001648658728839,0.3408024411992233,1,32,1/32,139,0.007194244604316547,DNAH5,0,0,0,1,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Transport Of Small Molecules R-HSA-382551,0.1192642603370472,0.343267442823141,8,706,8/706,139,0.05755395683453238,LETM1;PEX19;FTH1;CYBRD1;GNG12;CLIC2;PHB2;SLC25A4,0,0,0,8,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Hemostasis R-HSA-109582,0.1072152919824153,0.343267442823141,7,576,7/576,139,0.050359712230215826,RAP1B;ITGB1;EHD2;AK3;GNG12;VTI1B;SOD1,0,0,0,3,4,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Membrane Trafficking R-HSA-199991,0.1244522685695386,0.343267442823141,7,599,7/599,139,0.050359712230215826,YWHAE;SEC13;FTH1;GDI2;VPS25;CHMP5;RAB7A,0,0,0,3,4,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,SARS-CoV Infections R-HSA-9679506,0.1150454708328283,0.343267442823141,5,369,5/369,139,0.03597122302158273,ITGB1;YWHAE;SEC13;HLA-A;RPS2,0,0,0,3,2,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,"Platelet Activation, Signaling And Aggregation R-HSA-76002",0.101273029287667,0.343267442823141,4,254,4/254,139,0.02877697841726619,RAP1B;GNG12;VTI1B;SOD1,0,0,0,1,3,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,RHOA GTPase Cycle R-HSA-8980692,0.0830004358045541,0.343267442823141,3,147,3/147,139,0.02158273381294964,BCAP31;STK10;STBD1,0,0,0,3,0,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,HIV Life Cycle R-HSA-162587,0.0856211582291817,0.343267442823141,3,149,3/149,139,0.02158273381294964,SEC13;RANGAP1;CHMP5,0,0,0,2,1,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232,0.112192417143026,0.343267442823141,3,168,3/168,139,0.02158273381294964,SEC13;PCNA;RANGAP1,0,0,0,2,1,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,SUMOylation R-HSA-2990846,0.121168256855511,0.343267442823141,3,174,3/174,139,0.02158273381294964,SEC13;PCNA;RANGAP1,0,0,0,2,1,Level 4,Priority 4 — Exploratory
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Apoptosis R-HSA-109581,0.1272950401048732,0.343267442823141,3,178,3/178,139,0.02158273381294964,YWHAE;BCAP31;FASN,0,0,0,2,1,Level 4,Priority 4 — Exploratory
