analysis_type,analysis_label,direction,pathway_library,pathway,enrichment_p_value,enrichment_adjusted_p_value,overlap_count,overlap_size,overlap,input_candidate_count,gene_ratio,candidate_genes,Level1_count,Level2_count,Level3_count,Level4_count,Level5_count,strongest_candidate_origin,pathway_priority
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Immune System R-HSA-168256,3.37918667527432e-06,0.0005034988146158737,25,1943,25/1943,96,0.2604166666666667,DCTN6;C1S;ROCK1;GMFG;DCTN3;F13A1;C8A;VTN;C5;HMOX1;OSTF1;STAT5B;KRT1;MSN;PDAP1;PPBP;UBAC1;RBX1;BST2;BST1;CENPE;PSMC6;CFHR2;LCN2;CFB,1,1,0,18,5,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Disease R-HSA-1643685,0.0014014359800264,0.0300857866495056,18,1736,18/1736,96,0.1875,STAT5B;SPON1;CPSF6;ROCK1;RPL12;ERLIN1;MSN;THBS1;CP;RBX1;GYS1;PSMC6;RPS29;PRDX1;CHMP4B;HMOX1;RPL27;KLKB1,1,0,0,10,7,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Signaling By PDGF R-HSA-186797,0.0019974552526144,0.0355731215109573,3,52,3/52,96,0.03125,STAT5B;PLG;THBS1,1,0,0,2,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Prolactin Receptor Signaling R-HSA-1170546,0.0022985611577693,0.0380539569452923,2,15,2/15,96,0.020833333333333332,STAT5B;RBX1,1,0,0,1,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Signaling By Cytosolic FGFR1 Fusion Mutants R-HSA-1839117,0.0029586481540932,0.0472327044599882,2,17,2/17,96,0.020833333333333332,STAT5B;CPSF6,1,0,0,1,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Signaling By Interleukins R-HSA-449147,0.0061721303169079,0.0739420484638972,7,453,7/453,96,0.07291666666666667,STAT5B;PSMC6;LCN2;F13A1;HMOX1;MSN;RBX1,1,0,0,4,2,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,FGFR1 Mutant Receptor Activation R-HSA-1839124,0.009087823485852,0.0832740309398922,2,30,2/30,96,0.020833333333333332,STAT5B;CPSF6,1,0,0,1,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Signaling By FGFR1 In Disease R-HSA-5655302,0.0129188360685873,0.0932079427787503,2,36,2/36,96,0.020833333333333332,STAT5B;CPSF6,1,0,0,1,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Cytokine Signaling In Immune System R-HSA-1280215,0.0196180833696689,0.1069424788566099,8,702,8/702,96,0.08333333333333333,BST2;STAT5B;PSMC6;LCN2;F13A1;HMOX1;MSN;RBX1,1,0,0,5,2,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,STAT5 Activation R-HSA-9645135,0.033124714124782,0.1410166401312149,1,7,1/7,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Erythropoietin Activates STAT5 R-HSA-9027283,0.033124714124782,0.1410166401312149,1,7,1/7,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Signaling By FGFR In Disease R-HSA-1226099,0.0347398691505169,0.1451282384138418,2,61,2/61,96,0.020833333333333332,STAT5B;CPSF6,1,0,0,1,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Translation R-HSA-72766,0.0138643643426154,0.1537135739265619,6,281,6/281,139,0.04316546762589928,MRPS36;EIF3I;EIF3E;RPS2;MRPL12;EIF3D,1,0,0,5,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Interleukin-9 Signaling R-HSA-8985947,0.0423878788402831,0.1565899325752608,1,9,1/9,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,STAT5 Activation Downstream Of FLT3 ITD Mutants R-HSA-9702518,0.0469864744639164,0.1628135975610129,1,10,1/10,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Interleukin-21 Signaling R-HSA-9020958,0.0469864744639164,0.1628135975610129,1,10,1/10,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Signaling By Leptin R-HSA-2586552,0.0515632165556114,0.174611801517866,1,11,1/11,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,0.0534803870103028,0.1757774484823923,5,424,5/424,96,0.052083333333333336,STAT5B;CPSF6;PSMC6;MSN;RBX1,1,0,0,2,2,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Interleukin-2 Signaling R-HSA-9020558,0.0561182077718237,0.1766537948873605,1,12,1/12,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Interleukin-15 Signaling R-HSA-8983432,0.0651633459609098,0.1879226815775914,1,14,1/14,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Signaling By FLT3 ITD And TKD Mutants R-HSA-9703648,0.0696536959639779,0.1945950130993634,1,15,1/15,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Response To Peptide Hormone (GO:0043434),0.0287154891718351,0.2099328673924081,2,55,2/55,96,0.020833333333333332,STAT5B;ROCK1,1,0,0,0,1,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Taurine Metabolic Process (GO:0019530),0.033124714124782,0.2099328673924081,1,7,1/7,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Growth Hormone Receptor Signaling Pathway Via JAK-STAT (GO:0060397),0.033124714124782,0.2099328673924081,1,7,1/7,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Regulation Of Multicellular Organism Growth (GO:0040014),0.0696536959639779,0.2120005218976347,1,15,1/15,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Growth Hormone Receptor Signaling Pathway (GO:0060396),0.0785704618658466,0.2164379209437713,1,17,1/17,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Signaling By FLT3 Fusion Proteins R-HSA-9703465,0.0829970780395136,0.2234921318292929,1,18,1/18,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Signaling By KIT In Disease R-HSA-9669938,0.0874026490788467,0.2298175537543794,1,19,1/19,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,0.0904609654896287,0.23519509138515,5,496,5/496,96,0.052083333333333336,STAT5B;TF;ROCK1;PLG;THBS1,1,0,0,2,2,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Erythrocyte Differentiation (GO:0045648),0.1176606401638211,0.2437672173691047,1,26,1/26,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364),0.1219013753793836,0.2482517060645842,1,27,1/27,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Cytokine-Mediated Signaling Pathway (GO:0019221),0.1263571361202148,0.2500258225357442,3,257,3/257,96,0.03125,STAT5B;PPBP;APPL1,1,0,0,2,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Signaling By Erythropoietin R-HSA-9006335,0.1091182759636125,0.2514220069883236,1,24,1/24,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Growth Hormone Receptor Signaling R-HSA-982772,0.1091182759636125,0.2514220069883236,1,24,1/24,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Regulation Of Developmental Growth (GO:0048638),0.1303224289056154,0.2530855521902555,1,29,1/29,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Inactivation Of CSF3 (G-CSF) Signaling R-HSA-9705462,0.1133996389684807,0.2534481930945544,1,25,1/25,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Interleukin-7 Signaling R-HSA-1266695,0.1133996389684807,0.2534481930945544,1,25,1/25,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Interleukin-20 Family Signaling R-HSA-8854691,0.1176606401638211,0.2565575909913564,1,26,1/26,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Response To Epidermal Growth Factor (GO:0070849),0.1345029365993388,0.2588022021463141,1,30,1/30,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Response To Estradiol (GO:0032355),0.1386635571508699,0.25906561905196,1,31,1/31,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Receptor Signaling Pathway Via STAT (GO:0097696),0.1386635571508699,0.25906561905196,1,31,1/31,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,FLT3 Signaling In Disease R-HSA-9682385,0.1219013753793836,0.2632363033554806,1,27,1/27,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Pre-NOTCH Processing In Endoplasmic Reticulum R-HSA-1912399,0.0409869602255531,0.2658897676170499,1,6,1/6,139,0.007194244604316547,POFUT1,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Downstream Signal Transduction R-HSA-186763,0.1261219399763672,0.2671872377698397,1,28,1/28,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Notch Signaling Pathway (GO:0007219),0.0314893490172301,0.2711232031136252,2,40,2/40,139,0.014388489208633094,POFUT1;SORBS2,1,0,0,1,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Negative Regulation Of Proteolysis (GO:0045861),0.0329561462791382,0.2711232031136252,2,41,2/41,139,0.014388489208633094,CSTA;GAS1,1,0,0,1,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Positive Regulation Of Autophagosome Maturation (GO:1901098),0.0409869602255531,0.2711232031136252,1,6,1/6,139,0.007194244604316547,FYCO1,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Regulation Of Mitotic Cell Cycle (GO:0007346),0.0566217745729942,0.2752230691136828,3,125,3/125,139,0.02158273381294964,YWHAE;PIN1;GAS1,1,0,0,1,1,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Positive Regulation Of Macroautophagy (GO:0016239),0.0731396265810648,0.2752230691136828,2,64,2/64,139,0.014388489208633094,FYCO1;SLC25A4,1,0,0,1,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Negative Regulation Of Protein Maturation (GO:1903318),0.06085059226741,0.2752230691136828,1,9,1/9,139,0.007194244604316547,GAS1,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Mitochondrial Transcription (GO:0006390),0.0803057041431777,0.2752230691136828,1,12,1/12,139,0.007194244604316547,MRPL12,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Positive Regulation Of Protein-Containing Complex Disassembly (GO:0043243),0.0930529477800092,0.2752230691136828,1,14,1/14,139,0.007194244604316547,FYCO1,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Signaling By CSF3 (G-CSF) R-HSA-9674555,0.1345029365993388,0.2770636528106197,1,30,1/30,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Negative Regulation Of Protein Processing (GO:0010955),0.0993606343978926,0.2795231640101636,1,15,1/15,139,0.007194244604316547,GAS1,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Regulation Of Erythrocyte Differentiation (GO:0045646),0.1591716136285312,0.2822598317946624,1,36,1/36,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Myeloid Cell Differentiation (GO:0045639),0.1591716136285312,0.2822598317946624,1,36,1/36,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Receptor Signaling Pathway Via JAK-STAT (GO:0007259),0.1591716136285312,0.2822598317946624,1,36,1/36,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Regulation Of Autophagosome Maturation (GO:1901096),0.1056247656497219,0.2825318185002126,1,16,1/16,139,0.007194244604316547,FYCO1,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),0.1185712662899872,0.2866204190071544,8,705,8/705,139,0.05755395683453238,PRDX3;ITGB1;GAS1;NAE1;PHB2;PTMS;HSPD1;SOD1,1,0,1,4,2,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Response To Peptide (GO:1901652),0.1672388690603558,0.2892126723213178,1,38,1/38,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Mitochondrial RNA Metabolic Process (GO:0000959),0.130251677909176,0.2898099833479167,1,20,1/20,139,0.007194244604316547,MRPL12,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Cellular Response To Growth Factor Stimulus (GO:0071363),0.1706532882221439,0.2945088706019269,2,155,2/155,96,0.020833333333333332,STAT5B;APPL1,1,0,0,1,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Vesicle Transport Along Microtubule (GO:0047496),0.1423114686167882,0.2970638118887754,1,22,1/22,139,0.007194244604316547,FYCO1,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,FLT3 Signaling R-HSA-9607240,0.1632148618429656,0.3052595951623668,1,37,1/37,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Ligand-receptor Interactions R-HSA-5632681,0.0542751893235674,0.3085757954800575,1,8,1/8,139,0.007194244604316547,GAS1,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Regulation Of Protein Processing (GO:0070613),0.1600905544475611,0.3091294927103794,1,25,1/25,139,0.007194244604316547,GAS1,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Signaling By SCF-KIT R-HSA-1433557,0.1831442939256588,0.3249723097234377,1,42,1/42,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Interleukin-2 Family Signaling R-HSA-451927,0.1909838962017475,0.3334757875085202,1,44,1/44,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,"Interleukin-3, Interleukin-5 And GM-CSF Signaling R-HSA-512988",0.1909838962017475,0.3334757875085202,1,44,1/44,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,RAB Geranylgeranylation R-HSA-8873719,0.0692143477096477,0.3367203886265517,2,62,2/62,139,0.014388489208633094,PTP4A2;RAB7A,1,0,0,0,1,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Metabolism Of Proteins R-HSA-392499,0.1053477243875491,0.343267442823141,18,1890,18/1890,139,0.12949640287769784,CPM;SEC13;PCNA;MRPS36;HLA-A;ETFB;MRPL12;GNG12;RANGAP1;COMMD4;DPP4;PTP4A2;EIF3I;EIF3E;NAE1;RPS2;EIF3D;RAB7A,2,0,0,12,4,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Mitochondrial Translation Elongation R-HSA-5389840,0.1113155436060911,0.343267442823141,2,82,2/82,139,0.014388489208633094,MRPS36;MRPL12,1,0,0,1,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Mitochondrial Translation Initiation R-HSA-5368286,0.1113155436060911,0.343267442823141,2,82,2/82,139,0.014388489208633094,MRPS36;MRPL12,1,0,0,1,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Mitochondrial Translation Termination R-HSA-5419276,0.1113155436060911,0.343267442823141,2,82,2/82,139,0.014388489208633094,MRPS36;MRPL12,1,0,0,1,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Mitochondrial Translation R-HSA-5368287,0.1249924072706177,0.343267442823141,2,88,2/88,139,0.014388489208633094,MRPS36;MRPL12,1,0,0,1,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Activation Of SMO R-HSA-5635838,0.1180235543171916,0.343267442823141,1,18,1/18,139,0.007194244604316547,GAS1,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Negative Regulation Of Mitotic Cell Cycle (GO:0045930),0.2112618941126484,0.3447906190229291,1,34,1/34,139,0.007194244604316547,GAS1,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:0035924),0.2112618941126484,0.3447906190229291,1,34,1/34,139,0.007194244604316547,GAS1,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Positive Regulation Of Organelle Organization (GO:0010638),0.2112618941126484,0.3447906190229291,1,34,1/34,139,0.007194244604316547,FYCO1,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Chemokine signaling pathway,0.0651380306838086,0.3489814548721368,3,192,3/192,96,0.03125,STAT5B;ROCK1;PPBP,1,0,0,1,1,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Response To Organic Cyclic Compound (GO:0014070),0.2438148989175783,0.3506410144227029,1,58,1/58,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Regulation Of Intracellular Transport (GO:0032386),0.2329994330140466,0.3673211673442055,1,38,1/38,139,0.007194244604316547,GAS1,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,O-glycan Processing (GO:0016266),0.2489112971311211,0.3743228262540209,1,41,1/41,139,0.007194244604316547,POFUT1,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Regulation Of Cell Population Proliferation (GO:0042127),0.3068790717848245,0.3957747042895194,5,766,5/766,96,0.052083333333333336,STAT5B;BST1;PFDN1;PLG;THBS1,1,0,0,3,1,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Cellular Response To Organic Substance (GO:0071310),0.3265556739650601,0.4085606862612186,1,82,1/82,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Regulation Of Smoothened Signaling Pathway (GO:0008589),0.2996209827028665,0.4148924215927954,1,51,1/51,139,0.007194244604316547,GAS1,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Peptide Biosynthetic Process (GO:0043043),0.3005297907067299,0.4155630863021026,2,158,2/158,139,0.014388489208633094,RPS2;MRPL12,1,0,0,1,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Pathways in cancer,0.1122458790052864,0.4381210116012792,5,531,5/531,96,0.052083333333333336,STAT5B;ROCK1;HMOX1;APPL1;RBX1,1,0,0,3,1,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Cellular Response To Hormone Stimulus (GO:0032870),0.364499797099579,0.4421541016990546,1,94,1/94,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Gene Expression (GO:0010467),0.3389510936181875,0.4454135847680611,3,296,3/296,139,0.02158273381294964,RPS2;MRPL12;HSPD1,1,0,1,1,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Measles,0.1438053104838387,0.4558458155059207,2,139,2/139,96,0.020833333333333332,STAT5B;MSN,1,0,0,0,1,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Signal Transduction R-HSA-162582,0.4032693743029679,0.4669984723145768,13,2465,13/2465,96,0.13541666666666666,STAT5B;ROCK1;PLG;PPBP;FSTL1;THBS1;RBX1;PPM1A;CENPE;C5;TF;PSMC6;KLKB1,1,0,0,9,3,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Macromolecule Biosynthetic Process (GO:0009059),0.363943185004709,0.4670439520963005,2,183,2/183,139,0.014388489208633094,RPS2;MRPL12,1,0,0,1,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Necroptosis,0.1774939344278264,0.4709291842739766,2,159,2/159,96,0.020833333333333332,STAT5B;CHMP4B,1,0,0,1,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Hepatitis B,0.1826527580268631,0.4709291842739766,2,162,2/162,96,0.020833333333333332,DDB1;STAT5B,1,0,0,1,0,Level 1,Priority 1
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Response To Lipid (GO:0033993),0.4118194300539443,0.4760951145789383,1,110,1/110,96,0.010416666666666666,STAT5B,1,0,0,0,0,Level 1,Priority 1
