analysis_type,analysis_label,direction,pathway_library,pathway,candidate_gene,row_position,Gene.name,Accession,candidate_origin,log2FC,t_statistic,p_value,q_value
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Coronavirus disease,C2,396,C2,P06681,Level 4,1.4935542674784976,2.2489307955812876,0.0372751477882544,0.3361396684368807
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Coronavirus disease,C5,274,C5,P01031,Level 4,0.6716839367406173,3.136048811365083,0.0057103448270988,0.154354207510607
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Coronavirus disease,C6,550,C6,P13671,Level 4,1.1137737159208925,3.0848383174172427,0.0063876028223575,0.1597329295361362
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Coronavirus disease,C8A,418,C8A,P07357,Level 4,0.9442496176806046,2.2509363231664805,0.037125292600155,0.3361396684368807
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Coronavirus disease,C9,323,C9,P02748,Level 4,0.8485666910281324,2.4754558213993665,0.0234738942735287,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Coronavirus disease,CFB,262,CFB,P00751,Level 5,0.5830636007423031,3.552764715455104,0.0022739236265482,0.1063871410992202
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Coronavirus disease,F13A1,249,F13A1,P00488,Level 4,0.6857057865715461,2.300259089260084,0.0336105161872068,0.3253431739303523
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Coronavirus disease,RPL12,764,RPL12,P30050,Level 5,0.4374613310997013,3.1438389528235064,0.0056136638330686,0.154354207510607
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Coronavirus disease,RPL27,1076,RPL27,P61353,Level 4,0.657447606070864,2.69608946340437,0.0147738289740804,0.2399220986286614
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Coronavirus disease,RPS29,1104,RPS29,P62273,Level 4,2.124650146587925,3.889613732610752,0.0010739889636996,0.0749098578473215
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Cushing syndrome,AIP,38,AIP,O00170,Level 4,0.5879724669720154,3.5787714929200076,0.0021461753830402,0.1034422264992272
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Cysteine and methionine metabolism,PSAT1,1927,PSAT1,Q9Y617,Level 4,1.2327855677354158,3.0787121349016124,0.0064736886527159,0.1597329295361362
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Cytokine-cytokine receptor interaction,PPBP,333,PPBP,P02775,Level 4,1.3064058667858802,2.8609856924132293,0.0103832894199422,0.1961842664441016
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Diabetic cardiomyopathy,GYS1,557,GYS1,P13807,Level 5,0.2927747573725696,2.2396645531049475,0.037974804491871,0.3366868070446254
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,ECM-receptor interaction,THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,ECM-receptor interaction,VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Endocytosis,ARPC2,93,ARPC2,O15144,Level 5,0.5422987929110157,2.136503839226402,0.0466225917066079,0.3705669029988908
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Endocytosis,ARPC5L,1672,ARPC5L,Q9BPX5,Level 5,0.5468726897777394,2.896417568820238,0.0096195260102879,0.1931506285313299
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Endocytosis,CHMP4B,1731,CHMP4B,Q9H444,Level 4,0.5980763716594844,2.40516184458878,0.0271377241262193,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Epstein-Barr virus infection,PSMC6,1113,PSMC6,P62333,Level 5,0.4870284346297282,2.1865194039304585,0.0422266295012882,0.3530864977448149
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,ErbB signaling pathway,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Estrogen signaling pathway,HSP90B1,573,HSP90B1,P14625,Level 5,0.2435166960025867,2.137901374603439,0.0464942861315876,0.3705669029988908
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Fatty acid elongation,PPT1,961,PPT1,P50897,Level 5,0.563414867056661,2.1501377962668764,0.0453845687803562,0.3702558558874312
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Fc gamma R-mediated phagocytosis,ARPC2,93,ARPC2,O15144,Level 5,0.5422987929110157,2.136503839226402,0.0466225917066079,0.3705669029988908
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Fc gamma R-mediated phagocytosis,ARPC5L,1672,ARPC5L,Q9BPX5,Level 5,0.5468726897777394,2.896417568820238,0.0096195260102879,0.1931506285313299
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Ferroptosis,CP,248,CP,P00450,Level 5,0.4470156833709815,2.6514415443913175,0.0162393304893754,0.2567336008074234
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Ferroptosis,HMOX1,478,HMOX1,P09601,Level 4,1.8103145319727751,2.477041019410159,0.0233968961083455,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Ferroptosis,TF,335,TF,P02787,Level 5,0.3276004272707453,2.9006660428344135,0.0095316731922369,0.1931506285313299
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Fluid shear stress and atherosclerosis,HMOX1,478,HMOX1,P09601,Level 4,1.8103145319727751,2.477041019410159,0.0233968961083455,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Fluid shear stress and atherosclerosis,HSP90B1,573,HSP90B1,P14625,Level 5,0.2435166960025867,2.137901374603439,0.0464942861315876,0.3705669029988908
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Focal adhesion,ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Focal adhesion,THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Focal adhesion,VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Fructose and mannose metabolism,HK1,626,HK1,P19367,Level 4,0.7823766177211304,3.576230481359308,0.0021583365325538,0.1034422264992272
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Galactose metabolism,HK1,626,HK1,P19367,Level 4,0.7823766177211304,3.576230481359308,0.0021583365325538,0.1034422264992272
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Glucagon signaling pathway,GYS1,557,GYS1,P13807,Level 5,0.2927747573725696,2.2396645531049475,0.037974804491871,0.3366868070446254
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Glycerophospholipid metabolism,LCAT,349,LCAT,P04180,Level 5,0.4704202346544299,2.396392359340634,0.0276306593251577,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,"Glycine, serine and threonine metabolism",PSAT1,1927,PSAT1,Q9Y617,Level 4,1.2327855677354158,3.0787121349016124,0.0064736886527159,0.1597329295361362
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Glycolysis / Gluconeogenesis,HK1,626,HK1,P19367,Level 4,0.7823766177211304,3.576230481359308,0.0021583365325538,0.1034422264992272
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Glycosphingolipid biosynthesis,NAGA,609,NAGA,P17050,Level 4,1.78685842253865,3.2654384939796,0.0042967104300207,0.1413156589377096
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,"Growth hormone synthesis, secretion and action",STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,HIF-1 signaling pathway,HK1,626,HK1,P19367,Level 4,0.7823766177211304,3.576230481359308,0.0021583365325538,0.1034422264992272
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,HIF-1 signaling pathway,HMOX1,478,HMOX1,P09601,Level 4,1.8103145319727751,2.477041019410159,0.0233968961083455,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,HIF-1 signaling pathway,RBX1,1130,RBX1,P62877,Level 4,1.5877714322542928,2.401789811938704,0.0273262857115555,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,HIF-1 signaling pathway,TF,335,TF,P02787,Level 5,0.3276004272707453,2.9006660428344135,0.0095316731922369,0.1931506285313299
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Hepatitis B,DDB1,1417,DDB1,Q16531,Level 4,0.713709075656201,2.7848878550296754,0.012226052291486,0.210738532919036
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Hepatitis B,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Hepatocellular carcinoma,HMOX1,478,HMOX1,P09601,Level 4,1.8103145319727751,2.477041019410159,0.0233968961083455,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Herpes simplex virus 1 infection,BST2,1261,BST2,Q10589,Level 4,1.1579540568435576,2.51603879921254,0.021575871517657,0.2864634292715958
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Herpes simplex virus 1 infection,C5,274,C5,P01031,Level 4,0.6716839367406173,3.136048811365083,0.0057103448270988,0.154354207510607
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Human T-cell leukemia virus 1 infection,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Human cytomegalovirus infection,ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Human immunodeficiency virus 1 infection,BST2,1261,BST2,Q10589,Level 4,1.1579540568435576,2.51603879921254,0.021575871517657,0.2864634292715958
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Human immunodeficiency virus 1 infection,DDB1,1417,DDB1,Q16531,Level 4,0.713709075656201,2.7848878550296754,0.012226052291486,0.210738532919036
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Human immunodeficiency virus 1 infection,RBX1,1130,RBX1,P62877,Level 4,1.5877714322542928,2.401789811938704,0.0273262857115555,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Human papillomavirus infection,THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Human papillomavirus infection,VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Huntington disease,DCTN3,189,DCTN3,O75935,Level 4,0.7072276684416252,3.313021708804523,0.0038684724276089,0.1407694133379924
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Huntington disease,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Huntington disease,DNAH2,1815,DNAH2,Q9P225,Level 4,1.4620514874862458,3.325845014003492,0.0037604330842082,0.1394198303862105
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Huntington disease,PSMC6,1113,PSMC6,P62333,Level 5,0.4870284346297282,2.1865194039304585,0.0422266295012882,0.3530864977448149
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,IL-17 signaling pathway,HSP90B1,573,HSP90B1,P14625,Level 5,0.2435166960025867,2.137901374603439,0.0464942861315876,0.3705669029988908
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,IL-17 signaling pathway,LCN2,1174,LCN2,P80188,Level 4,1.0635390289725386,3.192887507810007,0.0050406772659933,0.154354207510607
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Influenza A,PLG,260,PLG,P00747,Level 4,0.6251992178587358,3.4501962889150133,0.0028554991924772,0.1224447997135562
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Insulin resistance,GYS1,557,GYS1,P13807,Level 5,0.2927747573725696,2.2396645531049475,0.037974804491871,0.3366868070446254
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Insulin signaling pathway,GYS1,557,GYS1,P13807,Level 5,0.2927747573725696,2.2396645531049475,0.037974804491871,0.3366868070446254
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Insulin signaling pathway,HK1,626,HK1,P19367,Level 4,0.7823766177211304,3.576230481359308,0.0021583365325538,0.1034422264992272
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,JAK-STAT signaling pathway,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Leukocyte transendothelial migration,MSN,709,MSN,P26038,Level 5,0.3110346718703951,2.4106036504092847,0.0268359875435812,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Leukocyte transendothelial migration,ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Lipid and atherosclerosis,HSP90B1,573,HSP90B1,P14625,Level 5,0.2435166960025867,2.137901374603439,0.0464942861315876,0.3705669029988908
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Longevity regulating pathway,APPL1,1861,APPL1,Q9UKG1,Level 4,1.0843271470780635,2.5625871366746007,0.0195773344081801,0.2795766394974978
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Lysosome,NAGA,609,NAGA,P17050,Level 4,1.78685842253865,3.2654384939796,0.0042967104300207,0.1413156589377096
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Lysosome,PPT1,961,PPT1,P50897,Level 5,0.563414867056661,2.1501377962668764,0.0453845687803562,0.3702558558874312
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,MAPK signaling pathway,PPM1A,821,PPM1A,P35813,Level 4,0.9259211298726768,2.2851108519205336,0.0346557669108799,0.3267363640752693
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Malaria,THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Measles,MSN,709,MSN,P26038,Level 5,0.3110346718703951,2.4106036504092847,0.0268359875435812,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Measles,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,MicroRNAs in cancer,HMOX1,478,HMOX1,P09601,Level 4,1.8103145319727751,2.477041019410159,0.0233968961083455,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,MicroRNAs in cancer,ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,MicroRNAs in cancer,THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Mineral absorption,HMOX1,478,HMOX1,P09601,Level 4,1.8103145319727751,2.477041019410159,0.0233968961083455,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Mineral absorption,TF,335,TF,P02787,Level 5,0.3276004272707453,2.9006660428344135,0.0095316731922369,0.1931506285313299
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Necroptosis,CHMP4B,1731,CHMP4B,Q9H444,Level 4,0.5980763716594844,2.40516184458878,0.0271377241262193,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Necroptosis,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,"Neomycin, kanamycin and gentamicin biosynthesis",HK1,626,HK1,P19367,Level 4,0.7823766177211304,3.576230481359308,0.0021583365325538,0.1034422264992272
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Neuroactive ligand-receptor interaction,C5,274,C5,P01031,Level 4,0.6716839367406173,3.136048811365083,0.0057103448270988,0.154354207510607
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Neuroactive ligand-receptor interaction,PLG,260,PLG,P00747,Level 4,0.6251992178587358,3.4501962889150133,0.0028554991924772,0.1224447997135562
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Neutrophil extracellular trap formation,C5,274,C5,P01031,Level 4,0.6716839367406173,3.136048811365083,0.0057103448270988,0.154354207510607
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Nicotinate and nicotinamide metabolism,BST1,1260,BST1,Q10588,Level 4,0.9682807213486592,2.3002969904964456,0.0336079379863893,0.3253431739303523
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Non-small cell lung cancer,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Nucleotide excision repair,DDB1,1417,DDB1,Q16531,Level 4,0.713709075656201,2.7848878550296754,0.012226052291486,0.210738532919036
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Nucleotide excision repair,RBX1,1130,RBX1,P62877,Level 4,1.5877714322542928,2.401789811938704,0.0273262857115555,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Oocyte meiosis,RBX1,1130,RBX1,P62877,Level 4,1.5877714322542928,2.401789811938704,0.0273262857115555,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Oxytocin signaling pathway,ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,PI3K-Akt signaling pathway,GYS1,557,GYS1,P13807,Level 5,0.2927747573725696,2.2396645531049475,0.037974804491871,0.3366868070446254
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,PI3K-Akt signaling pathway,HSP90B1,573,HSP90B1,P14625,Level 5,0.2435166960025867,2.137901374603439,0.0464942861315876,0.3705669029988908
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,PI3K-Akt signaling pathway,THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,PI3K-Akt signaling pathway,VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Pancreatic secretion,BST1,1260,BST1,Q10588,Level 4,0.9682807213486592,2.3002969904964456,0.0336079379863893,0.3253431739303523
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Parkinson disease,PSMC6,1113,PSMC6,P62333,Level 5,0.4870284346297282,2.1865194039304585,0.0422266295012882,0.3530864977448149
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Pathogenic Escherichia coli infection,ARPC2,93,ARPC2,O15144,Level 5,0.5422987929110157,2.136503839226402,0.0466225917066079,0.3705669029988908
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Pathogenic Escherichia coli infection,ARPC5L,1672,ARPC5L,Q9BPX5,Level 5,0.5468726897777394,2.896417568820238,0.0096195260102879,0.1931506285313299
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Pathogenic Escherichia coli infection,ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Pathogenic Escherichia coli infection,TMED10,941,TMED10,P49755,Level 4,1.3911929611868992,3.280449479434014,0.0041568155979258,0.1410721273329341
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Pathways in cancer,APPL1,1861,APPL1,Q9UKG1,Level 4,1.0843271470780635,2.5625871366746007,0.0195773344081801,0.2795766394974978
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Pathways in cancer,HMOX1,478,HMOX1,P09601,Level 4,1.8103145319727751,2.477041019410159,0.0233968961083455,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Pathways in cancer,HSP90B1,573,HSP90B1,P14625,Level 5,0.2435166960025867,2.137901374603439,0.0464942861315876,0.3705669029988908
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Pathways in cancer,RBX1,1130,RBX1,P62877,Level 4,1.5877714322542928,2.401789811938704,0.0273262857115555,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Pathways in cancer,ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Pathways in cancer,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Pathways of neurodegeneration,DCTN3,189,DCTN3,O75935,Level 4,0.7072276684416252,3.313021708804523,0.0038684724276089,0.1407694133379924
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Pathways of neurodegeneration,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Pathways of neurodegeneration,DNAH2,1815,DNAH2,Q9P225,Level 4,1.4620514874862458,3.325845014003492,0.0037604330842082,0.1394198303862105
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Pathways of neurodegeneration,PSMC6,1113,PSMC6,P62333,Level 5,0.4870284346297282,2.1865194039304585,0.0422266295012882,0.3530864977448149
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Peroxisome,PRDX1,1240,PRDX1,Q06830,Level 5,0.2602303071587855,3.2944926366194514,0.0040299969889276,0.1410721273329341
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Pertussis,C1S,483,C1S,P09871,Level 5,0.3890613181344342,2.4187279620156756,0.026391349705327,0.2977190705721081
