analysis_type,analysis_label,direction,pathway_library,pathway,candidate_gene,row_position,Gene.name,Accession,candidate_origin,log2FC,t_statistic,p_value,q_value
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Box C/D snoRNP Assembly (GO:0000492),ZNHIT3,1397,ZNHIT3,Q15649,Level 1,1.0706349285104366,4.468898877581645,0.0002966765825728,0.0364355927972312
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Cell-Matrix Adhesion (GO:0007160),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Cellular Response To Cytokine Stimulus (GO:0071345),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Cellular Response To Growth Factor Stimulus (GO:0071363),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Cellular Response To Hormone Stimulus (GO:0032870),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Cellular Response To Organic Substance (GO:0071310),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Cytokine-Mediated Signaling Pathway (GO:0019221),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,DNA-templated Transcription (GO:0006351),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,DNA-templated Transcription Termination (GO:0006353),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Endoderm Formation (GO:0001706),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Endodermal Cell Differentiation (GO:0035987),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Golgi Organization (GO:0007030),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Golgi Ribbon Formation (GO:0090161),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Growth Hormone Receptor Signaling Pathway (GO:0060396),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Growth Hormone Receptor Signaling Pathway Via JAK-STAT (GO:0060397),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Histone Arginine Methylation (GO:0034969),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Histone Methylation (GO:0016571),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Maturation Of LSU-rRNA (GO:0000470),ZNHIT3,1397,ZNHIT3,Q15649,Level 1,1.0706349285104366,4.468898877581645,0.0002966765825728,0.0364355927972312
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,"Maturation Of LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)",ZNHIT3,1397,ZNHIT3,Q15649,Level 1,1.0706349285104366,4.468898877581645,0.0002966765825728,0.0364355927972312
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Microtubule Cytoskeleton Organization Involved In Mitosis (GO:1902850),DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Mitotic Spindle Organization (GO:0007052),DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Negative Regulation Of Blood Coagulation (GO:0030195),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Negative Regulation Of Coagulation (GO:0050819),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Negative Regulation Of Endopeptidase Activity (GO:0010951),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Negative Regulation Of Fibrinolysis (GO:0051918),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Negative Regulation Of Hemostasis (GO:1900047),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Negative Regulation Of Peptidase Activity (GO:0010466),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Negative Regulation Of Wound Healing (GO:0061045),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Peptidyl-Arginine Modification (GO:0018195),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of Binding (GO:0051099),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of Blood Coagulation (GO:0030194),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of Cell Migration (GO:0030335),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription (GO:0045893),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of Endocytosis (GO:0045807),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of Erythrocyte Differentiation (GO:0045648),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045745),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of Myeloid Cell Differentiation (GO:0045639),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of Protein Binding (GO:0032092),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of Protein Phosphorylation (GO:0001934),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of RNA Splicing (GO:0033120),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of Response To External Stimulus (GO:0032103),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of Response To Wounding (GO:1903036),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of Signal Transduction (GO:0009967),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of Smooth Muscle Cell Migration (GO:0014911),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030949),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of Wound Healing (GO:0090303),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Positive Regulation Of mRNA Processing (GO:0050685),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,"Positive Regulation Of mRNA Splicing, Via Spliceosome (GO:0048026)",PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Protein Methylation (GO:0006479),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,RNA Biosynthetic Process (GO:0032774),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",SRRM2,1964,SRRM2,Q9UQ35,Level 1,2.006112562196126,4.519910729808156,0.000265101752897,0.0347283296295083
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Receptor Signaling Pathway Via JAK-STAT (GO:0007259),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Receptor Signaling Pathway Via STAT (GO:0097696),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Blood Coagulation (GO:0030193),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Cell Adhesion (GO:0030155),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Cell Cycle Process (GO:0010564),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Cell Population Proliferation (GO:0042127),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of DNA-templated Transcription (GO:0006355),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of DNA-templated Transcription (GO:0006355),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of DNA-templated Transcription (GO:0006355),ZNHIT3,1397,ZNHIT3,Q15649,Level 1,1.0706349285104366,4.468898877581645,0.0002966765825728,0.0364355927972312
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Developmental Growth (GO:0048638),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Endopeptidase Activity (GO:0052548),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Erythrocyte Differentiation (GO:0045646),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Fibrinolysis (GO:0051917),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Gene Expression (GO:0010468),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Gene Expression (GO:0010468),ZNHIT3,1397,ZNHIT3,Q15649,Level 1,1.0706349285104366,4.468898877581645,0.0002966765825728,0.0364355927972312
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Intracellular Signal Transduction (GO:1902531),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Mitotic Cell Cycle (GO:0007346),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Mitotic Nuclear Division (GO:0007088),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Multicellular Organism Growth (GO:0040014),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Nuclear Division (GO:0051783),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Nucleic Acid-Templated Transcription (GO:1903506),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Nucleic Acid-Templated Transcription (GO:1903506),ZNHIT3,1397,ZNHIT3,Q15649,Level 1,1.0706349285104366,4.468898877581645,0.0002966765825728,0.0364355927972312
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Protein Binding (GO:0043393),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Receptor-Mediated Endocytosis (GO:0048259),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Smooth Muscle Cell Migration (GO:0014910),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030947),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Regulation Of Wound Healing (GO:0061041),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,"Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)",PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Response To Epidermal Growth Factor (GO:0070849),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Response To Estradiol (GO:0032355),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Response To Lipid (GO:0033993),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Response To Organic Cyclic Compound (GO:0014070),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Response To Peptide (GO:1901652),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Response To Peptide Hormone (GO:0043434),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Small Nucleolar Ribonucleoprotein Complex Assembly (GO:0000491),ZNHIT3,1397,ZNHIT3,Q15649,Level 1,1.0706349285104366,4.468898877581645,0.0002966765825728,0.0364355927972312
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Spliceosomal snRNP Assembly (GO:0000387),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,Taurine Metabolic Process (GO:0019530),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,mRNA Processing (GO:0006397),SRRM2,1964,SRRM2,Q9UQ35,Level 1,2.006112562196126,4.519910729808156,0.000265101752897,0.0347283296295083
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,"mRNA Splicing, Via Spliceosome (GO:0000398)",PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,"mRNA Splicing, Via Spliceosome (GO:0000398)",SRRM2,1964,SRRM2,Q9UQ35,Level 1,2.006112562196126,4.519910729808156,0.000265101752897,0.0347283296295083
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,protein-RNA Complex Assembly (GO:0022618),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,GO_Biological_Process_2023,snoRNA Localization (GO:0048254),ZNHIT3,1397,ZNHIT3,Q15649,Level 1,1.0706349285104366,4.468898877581645,0.0002966765825728,0.0364355927972312
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Adaptive Immune System R-HSA-1280218,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Asparagine N-linked Glycosylation R-HSA-446203,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,COPI-independent Golgi-to-ER Retrograde Traffic R-HSA-6811436,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,COPI-mediated Anterograde Transport R-HSA-6807878,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Cellular Responses To Stimuli R-HSA-8953897,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Cellular Responses To Stress R-HSA-2262752,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Chromatin Modifying Enzymes R-HSA-3247509,PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Complement Cascade R-HSA-166658,VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Cytokine Signaling In Immune System R-HSA-1280215,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Disease R-HSA-1643685,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Downstream Signal Transduction R-HSA-186763,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
