component,group_partial_f_statistic,group_partial_p_value,batch_partial_f_statistic,batch_partial_p_value,unique_group_r_squared,unique_batch_r_squared,batch_partial_p_value_holm
PC1,0.8840781855543748,0.3602565553559297,51.23099247183234,1.6040514213358116e-06,0.012791395236168922,0.7412419894033199,3.208102842671623e-06
PC2,50.54927327232958,1.749525193424731e-06,0.4074037402130576,0.5317952721775101,0.7438455718339462,0.005995050937200235,0.5317952721775101
