component,group_partial_f_statistic,group_partial_p_value,batch_partial_f_statistic,batch_partial_p_value,unique_group_r_squared,unique_batch_r_squared,batch_partial_p_value_holm
PC1,0.13903185732581,0.7138536704950895,7.263053381064384,0.01533405426770702,0.005697540024451694,0.297640685626239,0.03066810853541404
PC2,0.2678710767245449,0.6114327871377145,1.7635655322883452,0.2017360498550707,0.014075189499760983,0.09266591737237315,0.2017360498550707
