component,group_partial_f_statistic,group_partial_p_value,batch_partial_f_statistic,batch_partial_p_value,unique_group_r_squared,unique_batch_r_squared,batch_partial_p_value_holm
PC1,0.8860596330225242,0.35973217558265647,51.23089039376226,1.604072165758476e-06,0.012819715463126642,0.741220357291646,3.208144331516952e-06
PC2,53.86800816783081,1.1558906372062892e-06,0.4309601535908862,0.5203062344682684,0.7555229680882525,0.00604440938960129,0.5203062344682684
