analysis_type,analysis_label,direction,pathway_library,pathway,enrichment_p_value,enrichment_adjusted_p_value,overlap_count,overlap_size,overlap,input_candidate_count,gene_ratio,candidate_genes,candidate_gene_count,candidate_genes_reconstructed,cluster_id,cluster_size,is_singleton_cluster,is_representative
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Beta Oxidation Of octanoyl-CoA To hexanoyl-CoA R-HSA-77348,3.2517359326214715e-06,0.0001371148651588,3,5,3/5,139,0.0215827338129496,HADHA;ECHS1;HADH,3,ECHS1;HADH;HADHA,C011,24,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Fatty Acid Oxidation (GO:0019395),1.582758615325049e-06,0.0002213600977718,6,52,6/52,139,0.0431654676258992,HADHA;ACAA2;ECHS1;ECI1;ECHDC1;ACADS,6,ACAA2;ACADS;ECHDC1;ECHS1;ECI1;HADHA,C011,24,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Beta Oxidation Of decanoyl-CoA To octanoyl-CoA-CoA R-HSA-77346,6.47037071541033e-06,0.0002518467370767,3,6,3/6,139,0.0215827338129496,HADHA;ECHS1;HADH,3,ECHS1;HADH;HADHA,C011,24,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,KEGG_2021_Human,Fatty acid elongation,3.4628472851505565e-05,0.000255591109142,4,27,4/27,139,0.0287769784172661,HADHA;ACAA2;ECHS1;HADH,4,ACAA2;ECHS1;HADH;HADHA,C011,24,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,KEGG_2021_Human,beta-Alanine metabolism,5.320637647806756e-05,0.0003748631070045,4,30,4/30,139,0.0287769784172661,HADHA;ECHS1;ALDH2;ACADS,4,ACADS;ALDH2;ECHS1;HADHA,C011,24,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Fatty Acid Catabolic Process (GO:0009062),4.101137299589604e-06,0.0004015013416298,6,61,6/61,139,0.0431654676258992,HADHA;ACAA2;ECHS1;ECI1;ECHDC1;ACADS,6,ACAA2;ACADS;ECHDC1;ECHS1;ECI1;HADHA,C011,24,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Amino Acid Catabolic Process (GO:0009063),0.0001372685996736,0.007618969816774,4,38,4/38,139,0.0287769784172661,ECHS1;ALDH5A1;ETFB;DLD,4,ALDH5A1;DLD;ECHS1;ETFB,C011,24,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,GO_Biological_Process_2023,Branched-Chain Amino Acid Catabolic Process (GO:0009083),0.0002079945955401,0.0107171952123053,3,17,3/17,139,0.0215827338129496,ECHS1;HIBADH;DLD,3,DLD;ECHS1;HIBADH,C011,24,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Metabolism Of Lipids R-HSA-556833,0.0005872705541124,0.0170748865642984,14,732,14/732,139,0.1007194244604316,ACAA2;ECHS1;ACSL1;ECI1;DBI;ACSL3;ACSF2;TM7SF2;HADHA;OXCT1;FASN;GPD1;HADH;ACADS,14,ACAA2;ACADS;ACSF2;ACSL1;ACSL3;DBI;ECHS1;ECI1;FASN;GPD1;HADH;HADHA;OXCT1;TM7SF2,C011,24,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Mitochondrial Fatty Acid Beta-Oxidation Of Unsaturated Fatty Acids R-HSA-77288,0.000706301459067,0.0170748865642984,2,6,2/6,139,0.014388489208633,HADHA;ECI1,2,ECI1;HADHA,C011,24,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Neutrophil Degranulation R-HSA-6798695,0.0016233064018126,0.032855721572688,10,468,10/468,139,0.0719424460431654,RAP1B;STK10;ACTR1B;FTH1;STBD1;RNASET2;GDI2;CAPN1;HLA-A;RAB7A,10,ACTR1B;CAPN1;FTH1;GDI2;HLA-A;RAB7A;RAP1B;RNASET2;STBD1;STK10,C012,1,True,True
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,RHOG GTPase Cycle R-HSA-9013408,0.0001653779435062,0.0055787492942776,5,74,5/74,139,0.0359712230215827,ITGB1;LETM1;STBD1;HSPE1;RAB7A,5,HSPE1;ITGB1;LETM1;RAB7A;STBD1,C013,3,False,True
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,Signaling By Rho GTPases R-HSA-194315,0.0018123713882387,0.0352715354788008,12,644,12/644,139,0.0863309352517985,ITGB1;YWHAE;BCAP31;LETM1;STK10;PPP1R14A;SEC13;HINT2;STBD1;RANGAP1;HSPE1;RAB7A,12,BCAP31;HINT2;HSPE1;ITGB1;LETM1;PPP1R14A;RAB7A;RANGAP1;SEC13;STBD1;STK10;YWHAE,C013,3,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,decreased,Reactome_2022,"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",0.0022202280131065,0.0387391508493756,12,660,12/660,139,0.0863309352517985,ITGB1;YWHAE;BCAP31;LETM1;STK10;PPP1R14A;SEC13;HINT2;STBD1;RANGAP1;HSPE1;RAB7A,12,BCAP31;HINT2;HSPE1;ITGB1;LETM1;PPP1R14A;RAB7A;RANGAP1;SEC13;STBD1;STK10;YWHAE,C013,3,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Regulation Of Fibrinolysis (GO:0051917),8.678424138509378e-07,0.0007263841003932,4,16,4/16,96,0.0416666666666666,VTN;PLG;THBS1;KLKB1,4,KLKB1;PLG;THBS1;VTN,C014,13,False,True
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Platelet Degranulation R-HSA-114608,3.093655501216019e-05,0.0023047733484059,6,125,6/125,96,0.0625,ITIH3;TF;F13A1;PLG;PPBP;THBS1,6,F13A1;ITIH3;PLG;PPBP;TF;THBS1,C014,13,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005,3.858200174517168e-05,0.0024637363971559,6,130,6/130,96,0.0625,ITIH3;TF;F13A1;PLG;PPBP;THBS1,6,F13A1;ITIH3;PLG;PPBP;TF;THBS1,C014,13,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Blood Coagulation (GO:0030195),1.2411938626861606e-05,0.0047976572873565,4,30,4/30,96,0.0416666666666666,VTN;KRT1;PLG;KLKB1,4,KLKB1;KRT1;PLG;VTN,C014,13,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Fibrinolysis (GO:0051918),1.719590425575834e-05,0.0047976572873565,3,11,3/11,96,0.03125,VTN;PLG;THBS1,3,PLG;THBS1;VTN,C014,13,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Formation Of Fibrin Clot (Clotting Cascade) R-HSA-140877,0.0007397419343401,0.0206665402906288,3,37,3/37,96,0.03125,PROCR;F13A1;KLKB1,3,F13A1;KLKB1;PROCR,C014,13,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Blood Coagulation (GO:0030194),0.0001338638266943,0.0280110057357998,3,21,3/21,96,0.03125,VTN;PLG;THBS1,3,PLG;THBS1;VTN,C014,13,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,"Platelet Activation, Signaling And Aggregation R-HSA-76002",0.0014134262184331,0.0300857866495056,6,254,6/254,96,0.0625,ITIH3;TF;F13A1;PLG;PPBP;THBS1,6,F13A1;ITIH3;PLG;PPBP;TF;THBS1,C014,13,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Hemostasis R-HSA-109582,0.001797145546655,0.0336479208904282,9,576,9/576,96,0.09375,PROCR;CENPE;ITIH3;TF;F13A1;PLG;PPBP;THBS1;KLKB1,9,CENPE;F13A1;ITIH3;KLKB1;PLG;PPBP;PROCR;TF;THBS1,C014,13,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Signaling By PDGF R-HSA-186797,0.0019974552526144,0.0355731215109573,3,52,3/52,96,0.03125,STAT5B;PLG;THBS1,3,PLG;STAT5B;THBS1,C014,13,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Prolactin Receptor Signaling R-HSA-1170546,0.0022985611577693,0.0380539569452923,2,15,2/15,96,0.0208333333333333,STAT5B;RBX1,2,RBX1;STAT5B,C014,13,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peptide Cross-Linking (GO:0018149),0.0002883180396075,0.040220366525249,3,27,3/27,96,0.03125,KRT1;F13A1;THBS1,3,F13A1;KRT1;THBS1,C014,13,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Signaling By Cytosolic FGFR1 Fusion Mutants R-HSA-1839117,0.0029586481540932,0.0472327044599882,2,17,2/17,96,0.0208333333333333,STAT5B;CPSF6,2,CPSF6;STAT5B,C014,13,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Complement and coagulation cascades,1.721465968684994e-16,2.0829738221088427e-14,13,85,13/85,96,0.1354166666666666,C1S;F13A1;PLG;C8A;C2;PROCR;VTN;C5;C6;CFHR2;C9;KLKB1;CFB,13,C1S;C2;C5;C6;C8A;C9;CFB;CFHR2;F13A1;KLKB1;PLG;PROCR;VTN,C015,12,False,True
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Coronavirus disease,1.4977829793005287e-08,9.061587024768198e-07,11,232,11/232,96,0.1145833333333333,C5;C6;C1S;RPS29;RPL12;C9;F13A1;RPL27;C8A;CFB;C2,11,C1S;C2;C5;C6;C8A;C9;CFB;F13A1;RPL12;RPL27;RPS29,C015,12,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Regulation Of Complement Cascade R-HSA-977606,7.311205895341328e-08,3.2681090352175734e-05,6,45,6/45,96,0.0625,VTN;C5;C1S;CFHR2;C8A;CFB,6,C1S;C5;C8A;CFB;CFHR2;VTN,C015,12,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Complement Cascade R-HSA-166658,2.5037181353926146e-07,5.5958100326024935e-05,6,55,6/55,96,0.0625,VTN;C5;C1S;CFHR2;C8A;CFB,6,C1S;C5;C8A;CFB;CFHR2;VTN,C015,12,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Systemic lupus erythematosus,3.948677045820389e-06,0.0001592633075147,7,135,7/135,96,0.0729166666666666,C5;C6;SSB;C1S;C9;C8A;C2,7,C1S;C2;C5;C6;C8A;C9;SSB,C015,12,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Immune System R-HSA-168256,3.37918667527432e-06,0.0005034988146158,25,1943,25/1943,96,0.2604166666666667,DCTN6;C1S;ROCK1;GMFG;DCTN3;F13A1;C8A;VTN;C5;HMOX1;OSTF1;STAT5B;KRT1;MSN;PDAP1;PPBP;UBAC1;RBX1;BST2;BST1;CENPE;PSMC6;CFHR2;LCN2;CFB,25,BST1;BST2;C1S;C5;C8A;CENPE;CFB;CFHR2;DCTN3;DCTN6;F13A1;GMFG;HMOX1;KRT1;LCN2;MSN;OSTF1;PDAP1;PPBP;PSMC6;RBX1;ROCK1;STAT5B;UBAC1;VTN,C015,12,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Innate Immune System R-HSA-168249,7.81375360825363e-06,0.0008731869657223,17,1035,17/1035,96,0.1770833333333333,C1S;ROCK1;GMFG;KRT1;PDAP1;PPBP;C8A;BST2;VTN;BST1;C5;PSMC6;CFHR2;LCN2;HMOX1;OSTF1;CFB,17,BST1;BST2;C1S;C5;C8A;CFB;CFHR2;GMFG;HMOX1;KRT1;LCN2;OSTF1;PDAP1;PPBP;PSMC6;ROCK1;VTN,C015,12,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Staphylococcus aureus infection,9.44842313833089e-05,0.002858147999345,5,95,5/95,96,0.0520833333333333,C5;C1S;PLG;CFB;C2,5,C1S;C2;C5;CFB;PLG,C015,12,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Activation Of C3 And C5 R-HSA-174577,0.0003377420182043,0.0137246074670327,2,6,2/6,96,0.0208333333333333,C5;CFB,2,C5;CFB,C015,12,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Neutrophil Degranulation R-HSA-6798695,0.0004172886834519,0.0155440034585852,9,468,9/468,96,0.09375,BST2;BST1;ROCK1;GMFG;KRT1;LCN2;PDAP1;OSTF1;PPBP,9,BST1;BST2;GMFG;KRT1;LCN2;OSTF1;PDAP1;PPBP;ROCK1,C015,12,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Terminal Pathway Of Complement R-HSA-166665,0.0004713603714468,0.0162075450797493,2,7,2/7,96,0.0208333333333333,C5;C8A,2,C5;C8A,C015,12,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Immune System Process (GO:0002684),0.0002883180396075,0.040220366525249,3,27,3/27,96,0.03125,C6;C9;C8A,3,C6;C8A;C9,C015,12,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Tight junction,0.0013357299415448,0.0269372204878218,5,169,5/169,96,0.0520833333333333,ROCK1;ARPC5L;MSN;YBX3;RAB8B,5,ARPC5L;MSN;RAB8B;ROCK1;YBX3,C016,1,True,True
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426,2.8242962293926555e-05,0.0023047733484059,6,123,6/123,96,0.0625,RCN1;TF;PLG;FSTL1;CP;KLKB1,6,CP;FSTL1;KLKB1;PLG;RCN1;TF,C017,15,False,True
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Metabolism Of Proteins R-HSA-392499,7.030146849180575e-05,0.0039280945519796,22,1890,22/1890,96,0.2291666666666666,DCTN6;COPB2;SPON1;RPL12;DCTN3;PLG;FSTL1;THBS1;CP;COPZ1;SUMF2;RBX1;DDB1;BST1;RCN1;TF;PSMC6;RPS29;PFDN1;RPL27;KLKB1;RAB8B,22,BST1;COPB2;COPZ1;CP;DCTN3;DCTN6;DDB1;FSTL1;KLKB1;PFDN1;PLG;PSMC6;RAB8B;RBX1;RCN1;RPL12;RPL27;RPS29;SPON1;SUMF2;TF;THBS1,C017,15,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Golgi-to-ER Retrograde Transport R-HSA-8856688,0.000205174878473,0.0091713170677472,5,112,5/112,96,0.0520833333333333,DCTN6;COPB2;CENPE;DCTN3;COPZ1,5,CENPE;COPB2;COPZ1;DCTN3;DCTN6,C017,15,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Iron Uptake And Transport R-HSA-917937,0.0001853209131647,0.0091713170677472,4,59,4/59,96,0.0416666666666666,TF;LCN2;HMOX1;CP,4,CP;HMOX1;LCN2;TF,C017,15,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Nuclear Events Mediated By NFE2L2 R-HSA-9759194,0.0005418085003865,0.0172991714052006,4,78,4/78,96,0.0416666666666666,PSMC6;PRDX1;HMOX1;RBX1,4,HMOX1;PRDX1;PSMC6;RBX1,C017,15,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,COPI-mediated Anterograde Transport R-HSA-6807878,0.0005963669621699,0.0177717354726643,4,80,4/80,96,0.0416666666666666,DCTN6;COPB2;DCTN3;COPZ1,4,COPB2;COPZ1;DCTN3;DCTN6,C017,15,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Post-translational Protein Modification R-HSA-597592,0.0008579459263744,0.0225589311229041,16,1383,16/1383,96,0.1666666666666666,DCTN6;COPB2;SPON1;DCTN3;FSTL1;THBS1;CP;COPZ1;SUMF2;RBX1;DDB1;BST1;RCN1;TF;PSMC6;RAB8B,16,BST1;COPB2;COPZ1;CP;DCTN3;DCTN6;DDB1;FSTL1;PSMC6;RAB8B;RBX1;RCN1;SPON1;SUMF2;TF;THBS1,C017,15,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,Ferroptosis,0.0010008983065077,0.0242217390174867,3,41,3/41,96,0.03125,TF;HMOX1;CP,3,CP;HMOX1;TF,C017,15,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Disease R-HSA-1643685,0.0014014359800264,0.0300857866495056,18,1736,18/1736,96,0.1875,STAT5B;SPON1;CPSF6;ROCK1;RPL12;ERLIN1;MSN;THBS1;CP;RBX1;GYS1;PSMC6;RPS29;PRDX1;CHMP4B;HMOX1;RPL27;KLKB1,18,CHMP4B;CP;CPSF6;ERLIN1;GYS1;HMOX1;KLKB1;MSN;PRDX1;PSMC6;RBX1;ROCK1;RPL12;RPL27;RPS29;SPON1;STAT5B;THBS1,C017,15,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553,0.0012671100555621,0.0300857866495056,5,167,5/167,96,0.0520833333333333,PSMC6;RPS29;RPL12;RPL27;RBX1,5,PSMC6;RBX1;RPL12;RPL27;RPS29,C017,15,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,KEAP1-NFE2L2 Pathway R-HSA-9755511,0.0013744948444092,0.0300857866495056,4,100,4/100,96,0.0416666666666666,PSMC6;PRDX1;HMOX1;RBX1,4,HMOX1;PRDX1;PSMC6;RBX1,C017,15,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,KEGG_2021_Human,HIF-1 signaling pathway,0.0018871689630356,0.0326210635039016,4,109,4/109,96,0.0416666666666666,TF;HMOX1;HK1;RBX1,4,HK1;HMOX1;RBX1;TF,C017,15,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Intra-Golgi And Retrograde Golgi-to-ER Traffic R-HSA-6811442,0.0018065997793518,0.0336479208904282,5,181,5/181,96,0.0520833333333333,DCTN6;COPB2;CENPE;DCTN3;COPZ1,5,CENPE;COPB2;COPZ1;DCTN3;DCTN6,C017,15,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Post-translational Protein Phosphorylation R-HSA-8957275,0.001703653188163,0.0336479208904282,4,106,4/106,96,0.0416666666666666,RCN1;TF;FSTL1;CP,4,CP;FSTL1;RCN1;TF,C017,15,False,False
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,Reactome_2022,Transport Of Small Molecules R-HSA-382551,0.002069130110257,0.0355731215109573,10,706,10/706,96,0.1041666666666666,TF;PSMC6;HDLBP;APOF;ERLIN1;LCN2;LCAT;HMOX1;CP;ABCF1,10,ABCF1;APOF;CP;ERLIN1;HDLBP;HMOX1;LCAT;LCN2;PSMC6;TF,C017,15,False,False
